Nama_Ibu,Alamat,Kecamatan,Desa,Nomer_NIK,TB_Ibu,BB_Ibu,IMT,Usia_ibu,Pendidikan_Ibu,Pekerjaan_ibu,Pendidikan_AYAH,Pekerjaan_Ayah,Jumlah_PendapatanKeluarga,NominalGaji,Status_Pernikahan,UsiaPertamaMenikahIbu,Kepemilikan_KK,JumlahAnak,Nama_BADUTA,UsiaBaduta,JenisKelamin,PersalinanOleh,BB_Lahir,PanjangLahir,Riwayat_Imunisasi,RiwayatDiare_2mgguTerakhir,RiwayatISPA_2mgguTerakhir,Punya_AkteLahir,BB_Baduta,PB_Baduta,StatusGizi_Baduta,Baduta_Dapat_ASI_Ekslusif,Baduta_DapatMPASI,Baduta_DapatPMT,PMT_DihabiskanAtauTidak,AlasanMendapat_PMT,BadutaDitimbang_Minimal8x,Baduta_DapatZinc_saatDiare,PernahCacingan,PernahMinum_ObatCacing,Bumil_DapatFolat_Fe,Ibu_DapatKonseling_PromosiASI,Ibu_DapatKonseling_PromosiMPASI,Punya_Sal_AirBersih,Punya_Jamban,GunainJamban_BAB,Ada_SepticTank,IBU_CuciTanganSabun_SBLMMakan,IBU_CuciTanganSabun_SetelahBAB,Anak_CuciTanganSabun_SebelumMakan,Anak_CuciTanganSabun_SetelahBAB,Anak_GunakanAlasKakiSaatMAin,Ibu_DapatBantuanBeras,Kel_KonsumsiSayuran,Kel_KonsumsiBuahBuahan,AdaYAnKes_diRumahTinggal,CaraPergi_KePuskesmas,JarakRumahKeYANKES,IBU_PakaiKB,JenisKB,Kepemilikan_BPJS,KewajibanMendidikAnak,YangJagaAnak_SetiapHari,PAUD_SekitarRumah,IbuMenyekolahkanAnak_KePAUD,Ibu_DapatInformasi_Gizi,Status_Stunting
Papagena Woolger,504 Weeping Birch Park,Texas,United States,3.60E+15,155,50,2,21,1,1,1,1,1,1000000,1,19,1,1,Papagena Woolger,8,2,2,#NULL!,#NULL!,2,2,1,2,9,70,3,2,1,1,2,Dibagi rata,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,100,1,Suntik,1,1,3,2,1,1,Tidak Stunting
Errol Dyka,626 Commercial Hill,Michigan,United States,3.60E+15,154,70,3,31,1,1,1,1,2,5000000,1,20,1,2,Errol Dyka,20,2,1,3500,#NULL!,1,2,2,2,10,75,3,1,1,1,2,Dibagi rata,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,30,1,Suntik,1,1,1,1,1,1,Stunting
Dulsea Wickes,961 Westend Alley,Missouri,United States,3.60E+15,151,52,2,18,1,1,1,1,1,500000,1,16,0,1,Dulsea Wickes,14,2,1,2800,#NULL!,1,2,2,2,8,76,3,1,1,1,1,Dibagi rata,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,100,1,Suntik,1,1,1,1,2,2,Tidak Stunting
Faulkner Clubley,51 Muir Junction,Virginia,United States,3.60E+15,151,55,2,19,1,1,1,1,1,1500000,1,15,1,1,Faulkner Clubley,11,2,1,2800,#NULL!,1,2,2,2,9,72,3,1,2,1,2,Dibagi rata,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,30,1,Suntik,1,1,1,1,2,1,Tidak Stunting
Svend Hamly,93410 Pearson Hill,New York,United States,3.60E+15,158,50,2,28,2,1,2,1,1,1500000,1,21,1,2,Svend Hamly,9,1,2,3200,#NULL!,2,1,2,2,9,70,3,1,2,1,1,Dibagi rata,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,500,1,Suntik,2,1,1,1,2,1,Tidak Stunting
Annabella Kennefick,84 Lien Court,Pennsylvania,United States,3.60E+15,152,45,2,21,2,1,2,1,2,3800000,1,20,1,1,Annabella Kennefick,16,2,2,#NULL!,#NULL!,1,2,1,2,7,80,1,2,1,1,2,Dibagi rata,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,50,1,Suntik,1,1,1,1,2,2,Tidak Stunting
Domenic Phethean,54 Badeau Pass,Texas,United States,3.60E+14,152,70,3,28,1,1,3,1,1,1700000,1,17,1,3,Domenic Phethean,14,2,2,3700,#NULL!,1,2,2,2,9,70,3,1,1,1,1,Dibagi rata,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,10,1,Suntik,2,1,1,1,1,1,Stunting
Margot Gonzalez,474 Marcy Terrace,Minnesota,United States,3.60E+15,148,65,3,23,2,1,2,1,1,1000000,1,18,1,2,Margot Gonzalez,21,2,1,3400,48,1,1,2,2,10,77,3,1,1,1,2,Dibagi rata,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,70,1,Suntik,1,1,1,1,1,1,Stunting
Jeromy Sisson,6371 Kinsman Plaza,Illinois,United States,3.60E+15,146,51,2,33,1,1,2,0,1,250000,1,16,1,5,Jeromy Sisson,12,1,1,2800,#NULL!,1,2,1,2,9,70,3,2,2,1,1,Dibagi rata,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,200,2,,1,1,1,1,1,1,Stunting
Pippy Threadgould,1155 Onsgard Crossing,Illinois,United States,3.60E+15,149,50,2,18,0,1,1,1,1,1000000,1,18,1,2,Pippy Threadgould,13,2,1,2800,#NULL!,1,1,1,2,9,70.5,3,2,1,1,1,Dibagi rata,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,100,1,Pil,1,1,1,1,1,1,Stunting
Barn Resdale,236 Prairie Rose Alley,Texas,United States,3.60E+15,149,42,2,29,2,1,1,0,1,200000,1,15,1,3,Barn Resdale,16,1,1,3000,#NULL!,2,2,1,2,7,73,2,1,2,1,2,Dibagi rata,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,200,1,Suntik,2,1,1,1,1,2,Tidak Stunting
Ev Escolme,9018 Corscot Circle,Florida,United States,3.60E+15,160,65,3,35,3,2,3,1,2,4000000,1,21,1,2,Ev Escolme,3,1,1,3600,50,1,2,2,2,7.1,60,3,2,2,2,#NULL!,,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,100,1,Suntik,1,1,1,1,1,1,Tidak Stunting
Lurline Macguire,9 Petterle Center,New York,United States,3.60E+15,151,34,1,21,3,1,3,1,2,4000000,1,20,1,1,Lurline Macguire,10,1,1,1670,43,1,2,1,2,7,68,3,2,1,1,1,Dibagi rata,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,500,1,Suntik 3 ,2,1,1,1,2,2,Tidak Stunting
Leilah Sharpling,76201 Delaware Way,Missouri,United States,3.60E+15,149,37,1,40,1,1,3,0,1,2000000,1,16,1,3,Leilah Sharpling,20,2,1,2700,#NULL!,1,2,1,2,9,78,3,2,2,1,2,Dibagi rata,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,500,2,,2,1,1,1,2,2,Tidak Stunting
Basil Sawdon,126 Miller Crossing,California,United States,3.60E+15,153,46,2,36,2,1,2,#NULL!,1,300000,2,16,1,3,Basil Sawdon,20,1,1,3800,#NULL!,1,1,1,2,10,80,3,2,2,1,2,Dibagi rata,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,500,2,,2,1,1,1,1,1,Tidak Stunting
Stormi Habershaw,2 8th Street,Florida,United States,3.60E+15,152,74,3,33,1,1,2,1,1,800000,1,22,1,3,Stormi Habershaw,0,1,1,3900,#NULL!,1,2,2,2,4,51,3,1,2,2,#NULL!,,#NULL!,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,500,2,,1,1,1,1,2,1,Tidak Stunting
Jackquelin Glasheen,3 Kedzie Street,Virginia,United States,3.60E+15,154,55,2,32,1,1,2,1,1,1000000,1,20,1,2,Jackquelin Glasheen,13,2,1,3500,#NULL!,2,2,2,2,9,73,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,300,1,Suntik,1,1,1,1,2,1,Tidak Stunting
Seamus Viner,143 Meadow Vale Circle,New York,United States,3.60E+15,160,66,3,28,2,1,1,1,1,1000000,1,18,1,2,Seamus Viner,6,2,1,3400,#NULL!,1,1,1,2,6,64,3,2,1,1,2,Dibagi rata,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,1,500,1,Suntik,2,1,1,1,2,1,Tidak Stunting
Sunny Litzmann,51937 Bultman Court,Tennessee,United States,3.67E+15,156,46,19,29,3,1,3,0,1,4000000,3,22,1,2,Sunny Litzmann,8,2,1,2850,48,1,2,1,1,8.5,67,3,2,1,2,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,200,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Thomasa Lumb,58202 Holmberg Avenue,Florida,United States,3.60E+15,148,77,3,25,1,1,3,1,1,1500000,1,20,1,2,Thomasa Lumb,19,2,1,4000,#NULL!,1,2,2,1,9,75,3,1,1,1,1,Semua Dapat,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,150,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Darice Chason,07744 Porter Terrace,Georgia,United States,3.60E+15,150,46,2,38,1,1,3,1,1,500000,1,16,1,3,Darice Chason,16,1,1,3000,45,1,2,1,2,9,76,3,2,2,1,1,Semua dapat,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,100,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Nolly Phillips,3 School Crossing,Tennessee,United States,3.60E+15,152,53,2,37,2,1,3,1,2,4000000,1,21,1,4,Nolly Phillips,16,1,1,3500,45,1,1,2,1,8,73,2,1,1,1,1,Semua dapat,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,100,2,,1,1,1,1,1,1,Stunting
Carly Furmenger,60 Elmside Hill,Kansas,United States,3.60E+15,157,53,2,21,3,1,2,1,1,1000000,1,20,1,1,Carly Furmenger,8,1,1,3400,48,2,1,1,2,8,70.5,3,2,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,500,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Dina Lyttle,5 Crescent Oaks Street,Indiana,United States,3.60E+15,160,86,3,37,3,1,2,1,2,4000000,1,23,1,1,Dina Lyttle,18,1,1,3100,49,1,1,2,1,11,83,3,2,1,1,1,Dibagi rata,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,30,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Saul Fairlie,796 Vahlen Place,District of Columbia,United States,3.60E+15,152,42,3,25,3,1,1,1,1,400000,1,23,1,1,Saul Fairlie,19,1,1,3200,#NULL!,1,2,1,2,11,76,3,1,2,1,2,Gizi kurang,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,50,1,Suntik 3 ,2,1,1,1,2,2,Stunting
Pat Needs,2813 Sutteridge Circle,Texas,United States,3.60E+15,150,54,2,22,3,1,3,1,2,3800000,1,20,1,1,Pat Needs,18,2,1,3700,45,1,2,2,1,10,78,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,300,1,Suntik 3 ,1,1,3,1,2,1,Tidak Stunting
Kathryne Scare,9 Sutherland Crossing,New Mexico,United States,3.60E+15,156,49,2,32,2,1,1,1,1,500000,1,19,1,2,Kathryne Scare,12,2,1,3000,#NULL!,1,2,2,2,8,72.5,3,2,2,1,1,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,300,1,suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Pepito Jellybrand,364 Dakota Hill,Florida,United States,3.60E+15,162,74,3,26,3,1,3,1,1,3000000,1,24,1,1,Pepito Jellybrand,19,1,1,4000,51,1,2,2,1,13.5,83,3,2,1,1,2,Dibagi rata,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,30,1,Implant,1,1,1,1,#NULL!,1,Tidak Stunting
Timoteo Carlisle,6 Stang Road,Oklahoma,United States,3.01E+13,145,58,3,26,1,1,2,0,1,0,1,18,1,2,Timoteo Carlisle,6,1,1,3000,#NULL!,1,2,2,2,6.5,55,3,1,1,1,2,Dibagi Rata,#NULL!,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,400,2,,1,1,1,1,2,2,Tidak Stunting
Ransell Paulton,25 Gulseth Point,Virginia,United States,3.65E+15,155,49,2,28,3,1,4,1,1,2700000,1,23,1,3,Ransell Paulton,5,2,1,2500,#NULL!,2,2,1,2,6.3,73,3,1,#NULL!,2,#NULL!,,#NULL!,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,300,2,,1,1,1,1,2,2,Tidak Stunting
Lezlie Durban,309 Lyons Road,Texas,United States,3.60E+15,146,36,1,20,4,1,3,1,2,3600000,1,20,0,1,Lezlie Durban,3,1,1,3100,#NULL!,1,1,1,2,6.4,58,3,1,#NULL!,1,2,Dibagi Rata,#NULL!,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,100,1,Suntik 3 ,1,1,1,1,#NULL!,2,Tidak Stunting
Bendix Kermitt,1 Packers Pass,California,United States,3.60E+15,146,46,2,18,2,1,3,1,1,20000000,1,17,1,1,Bendix Kermitt,1,2,1,3900,#NULL!,1,2,2,1,5.5,54,3,2,2,1,2,Dibagi Rata,#NULL!,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,100,1,Suntik 3 ,2,1,1,1,#NULL!,2,Tidak Stunting
Sigismund Bovis,1 Huxley Parkway,Oregon,United States,3.60E+15,147,45,2,30,1,1,1,1,2,3500000,1,30,0,2,Sigismund Bovis,5,1,1,4000,48,1,2,2,2,7.3,68,3,1,2,1,2,Dibagi Rata,#NULL!,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,200,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Roman Marquez,38 Upham Court,Virginia,United States,#NULL!,142,39.5,2,24,3,1,3,1,1,2500000,1,22,1,1,Roman Marquez,13,1,1,3300,#NULL!,1,2,1,2,9.8,79,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,50,1,Suntk 3 ,1,1,1,1,#NULL!,1,Tidak Stunting
Iain Pinch,39256 Prairie Rose Point,South Carolina,United States,3.60E+15,150,51,2,28,3,1,3,2,1,1300000,1,22,1,2,Iain Pinch,6,2,1,3400,#NULL!,1,2,2,2,8.6,67,3,1,1,1,2,Dibagi Rata,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,600,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Marilee Hopkins,47 Basil Point,California,United States,3.60E+15,154,45,2,25,3,1,4,2,2,5000000,1,23,1,1,Marilee Hopkins,2,1,1,3200,50,1,2,2,2,6.4,62,3,1,#NULL!,2,#NULL!,,#NULL!,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,600,1,Suntik 3 ,1,1,1,1,#NULL!,1,Tidak Stunting
Any Pumphreys,09 Rigney Place,Ohio,United States,3.60E+15,157,58,2,27,3,1,3,2,2,3100000,1,25,1,1,Any Pumphreys,1,1,1,3500,49,1,2,2,2,5,52,4,1,2,1,2,Dibagi rata,#NULL!,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,600,2,,2,1,1,1,#NULL!,1,Tidak Stunting
Marcellus MacDwyer,11078 Spenser Court,Massachusetts,United States,3.60E+15,143,47,2,25,2,2,3,2,2,3500000,1,20,1,1,Marcellus MacDwyer,19,1,1,4200,48,1,2,2,2,9,78,3,2,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,500,1,Sunti 3 ,1,1,1,1,#NULL!,1,Tidak Stunting
Donny Corp,3251 Buell Pass,New York,United States,3.60E+15,148,60,3,31,3,2,3,2,1,1500000,1,21,1,2,Donny Corp,13,1,1,2800,47,1,2,1,1,8.3,72,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,300,1,Suntuk 3 ,1,1,1,1,1,1,Tidak Stunting
Karna O'Dempsey,6643 Erie Trail,Virginia,United States,3.17E+15,157,68,3,26,2,1,2,1,2,5200000,1,19,1,2,Karna O'Dempsey,20,1,1,3000,#NULL!,1,2,2,1,9,77.5,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,3000,1,Pil,1,1,1,1,1,1,Stunting
Orelee Jansik,00 Butterfield Circle,New York,United States,3.60E+15,151,63,3,30,2,1,2,1,1,1000000,1,22,1,2,Orelee Jansik,18,2,1,3000,#NULL!,1,2,1,2,9,76,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,600,1,Implan,1,1,1,1,1,1,Tidak Stunting
Jo Drioli,01 Sundown Trail,District of Columbia,United States,3.60E+15,156,74,3,18,2,1,3,1,1,1000000,1,17,1,1,Jo Drioli,16,2,1,3500,#NULL!,1,2,1,2,9,67,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,500,1,Implan,2,1,1,1,2,1,Stunting
Helaine Ratazzi,7 Lawn Point,Massachusetts,United States,3.60E+15,144,46,2,25,4,1,3,1,1,5000000,1,24,1,1,Helaine Ratazzi,3,2,1,4900,#NULL!,2,2,1,2,4.9,57,3,1,2,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,500,2,,1,1,1,1,2,1,Tidak Stunting
Chrisy O'Dea,6240 Kinsman Terrace,District of Columbia,United States,#NULL!,155,41,1,28,2,1,2,1,1,2100000,3,21,2,2,Chrisy O'Dea,17,2,1,3200,#NULL!,1,2,1,2,10,77.5,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,500,2,,2,1,1,1,1,1,Tidak Stunting
Mikkel Scammell,3 Evergreen Road,Texas,United States,3.60E+15,154,45,2,22,3,1,3,2,1,2000000,1,19,1,1,Mikkel Scammell,12,2,1,2800,48,1,2,1,1,8.9,75,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,700,1,Suntik 3 ,1,1,1,1,#NULL!,1,Tidak Stunting
Adolphus Jess,95 Dorton Crossing,Michigan,United States,#NULL!,145,47,2,25,3,2,3,2,1,1000000,1,22,2,1,Adolphus Jess,20,2,1,3300,#NULL!,1,2,2,2,9,82,2,2,2,1,1,Dibagi rata,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,800,1,Suntik 3 ,2,3,3,1,#NULL!,1,Tidak Stunting
Lil Tregona,3084 Lien Parkway,New York,United States,3.60E+16,155,65,3,30,4,2,4,2,2,3100000,1,28,1,1,Lil Tregona,19,2,1,3900,#NULL!,1,1,1,2,9,77,3,2,1,2,#NULL!,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,800,1,Pil,1,2,2,1,#NULL!,1,Tidak Stunting
Boony Guitton,289 Lighthouse Bay Point,Kentucky,United States,3.60E+15,154,56,2,32,4,1,4,2,2,4000000,1,26,1,2,Boony Guitton,11,1,1,4000,#NULL!,1,2,2,2,10,72,3,1,1,1,2,Dibagi rata,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,400,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Corrina Sitwell,193 Myrtle Plaza,South Dakota,United States,3.60E+15,149,47,2,32,4,2,4,1,2,3100000,1,23,1,2,Corrina Sitwell,12,2,1,2700,#NULL!,1,2,2,2,7.5,70,3,2,1,1,2,kecil,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,800,1,Pil,1,3,3,1,1,1,Tidak Stunting
Avis MacGuffog,5 Gateway Junction,Louisiana,United States,3.60E+15,144,61,3,41,4,2,3,2,1,1000000,1,25,1,3,Avis MacGuffog,23,2,1,4000,45,1,2,1,1,8.7,77,3,1,1,1,2,Dibagi Rata,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,200,1,Suntik 3 ,1,2,2,1,1,1,Stunting
Shurlocke Jane,6292 Prairie Rose Trail,South Carolina,United States,3.60E+15,160,46.5,1,20,3,1,3,2,2,3500000,18,11,154,1,Shurlocke Jane,18,1,1,2900,#NULL!,1,1,2,1,9.1,79,3,2,2,1,2,Dibagi Rata,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,350,1,Pil,2,1,1,1,#NULL!,2,Tidak Stunting
Cleopatra Coulston,4386 Hansons Center,Washington,United States,3.60E+15,156,63,3,32,1,1,1,2,1,300000,1,19,1,2,Cleopatra Coulston,17,1,1,3500,#NULL!,1,1,2,2,8.7,77,3,2,1,1,2,Dibagi Rata,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,200,1,Suntik 3 ,2,1,1,1,2,1,Tidak Stunting
Waylan Casserly,9 Crest Line Terrace,North Carolina,United States,3.60E+15,150,43,2,23,2,1,2,1,1,1000000,1,17,1,2,Waylan Casserly,2,2,1,5200,#NULL!,2,2,2,2,5,57,3,1,2,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,500,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Welbie Kattenhorn,1959 Kim Plaza,Texas,United States,3.60E+15,160,44,1,31,2,1,2,1,2,4000000,1,25,1,2,Welbie Kattenhorn,7,1,1,3000,#NULL!,2,2,2,2,8,67,3,2,2,1,1,Semua dapat,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,500,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Adorne Tranckle,6356 Eagle Crest Circle,California,United States,3.60E+15,157,69,3,26,4,2,4,1,1,3000000,1,24,1,1,Adorne Tranckle,22,2,1,3000,49,1,2,1,2,9,83,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,500,1,Suntik 3 ,1,1,1,1,2,1,Tidak Stunting
Raviv Haughin,9507 Wayridge Place,Colorado,United States,3.60E+15,150,64,3,45,1,1,1,1,1,3000000,1,21,1,5,Raviv Haughin,6,1,1,3400,#NULL!,2,2,1,2,9,77,3,2,2,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,500,1,Suntik 3 ,1,1,1,1,1,1,Tidak Stunting
Stormy McCluin,2 Brentwood Plaza,Maryland,United States,3.60E+15,152,43,2,24,3,2,1,1,2,5500000,1,18,1,2,Stormy McCluin,21,1,1,3500,#NULL!,2,2,1,1,8.7,75,3,2,1,1,1,Semua dapat,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,500,1,Suntik 3 ,1,1,2,1,2,1,Stunting
Kelci Shoesmith,6 Maryland Way,Indiana,United States,3.60E+15,145,44,2,36,2,1,2,1,1,600000,1,22,1,1,Kelci Shoesmith,17,1,1,3500,51,1,1,1,1,10.4,79,3,2,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,500,1,Pil,1,1,1,1,2,1,Tidak Stunting
Jordan Clissett,64158 Tomscot Avenue,Louisiana,United States,3.20E+15,149,60,3,32,2,1,3,1,1,2400000,1,25,1,1,Jordan Clissett,13,2,1,3300,#NULL!,1,2,2,1,7,67,3,1,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,500,1,Suntik 3 ,2,1,1,1,2,1,Stunting
Marietta Labusquiere,01320 Sugar Pass,Illinois,United States,3.60E+15,152,59,3,39,3,1,4,1,2,4500000,1,20,1,4,Marietta Labusquiere,6,1,1,3000,#NULL!,2,2,1,2,7.4,66,3,2,1,1,1,Semua dapat,1,2,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,500,1,Steril,1,1,1,1,1,1,Tidak Stunting
Amalita Skep,90789 Eagle Crest Street,District of Columbia,United States,3.60E+15,138,37,1,30,2,2,1,0,1,#NULL!,1,27,2,2,Amalita Skep,11,1,1,3000,#NULL!,2,1,2,2,7.4,69.5,2,1,1,1,1,,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1.2 km,1,Suntik,2,1,1,1,1,1,Stunting
Paulie Ferguson,782 Tennyson Way,Indiana,United States,,160,62,2,33,2,1,2,1,1,#NULL!,1,23,1,2,Paulie Ferguson,22,2,2,2500,52,2,2,2,2,9,80,3,1,1,1,1,,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Danya Eseler,062 Coleman Lane,Virginia,United States,,145,72,3,35,1,1,3,1,2,2800000,1,14,1,4,Danya Eseler,4,2,2,2700,#NULL!,2,2,2,2,6.5,62,3,1,2,1,1,,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,"0,2 km",1,Pil,2,1,1,1,1,2,Stunting
Shalom Romeo,25035 Porter Street,California,United States,,141,77,3,37,1,1,1,1,1,2000000,1,20,1,4,Shalom Romeo,15,1,1,3500,#NULL!,2,2,1,1,6.4,76.5,1,1,1,2,1,,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,"0,5 km",1,Suntik,1,1,1,1,1,1,Stunting
Fawn Brevetor,08403 Acker Circle,Indiana,United States,,145,50,2,36,1,2,1,1,1,1000000,1,19,1,4,Fawn Brevetor,12,2,1,4000,47,1,2,2,1,8.1,69,3,1,2,2,#NULL!,,#NULL!,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,,1,Suntik,1,2,3,2,2,2,Stunting
Costanza Mattheis,4275 West Junction,Florida,United States,3.60E+15,130,43,3,39,1,1,1,1,1,300000,1,21,1,3,Costanza Mattheis,12,2,1,3500,37,1,2,1,2,7.3,68,3,1,1,1,1,,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,"1,5 km",2,0,1,1,1,2,2,1,Stunting
Oliviero Margarson,188 Maple Wood Hill,Massachusetts,United States,3.60E+15,151,68,3,37,1,1,1,1,1,50000,1,18,1,4,Oliviero Margarson,10,1,1,3600,47,2,2,1,2,8.5,71,3,2,2,2,1,,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1 km,2,0,1,1,1,1,2,1,Stunting
Rog Ponten,2 Division Way,Colorado,United States,,156,60,2,21,3,1,4,0,1,200000,1,20,2,4,Rog Ponten,17,2,1,2500,#NULL!,1,2,1,1,8,71,3,1,1,1,2,tambah gendut,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1 km,2,0,2,1,1,1,2,1,Stunting
